lon,lat,sess
-100.4458825,39.7837304,131226
114.5632032,-4.7993356,8320
10.4234469,51.0834196,7685
-107.9917071,61.0666922,7456
-3.2765753,54.7023545,6172
134.755,-24.7761086,5265
1.8883335,46.603354,4450
12.674297,42.6384261,3485
-4.003104,40.0028028,3255
122.7312101,12.7503486,2927
78.6677428,22.3511148,2760
104.999927,35.000074,2349
139.2394179,36.5748441,2196
5.7480821,52.5001698,1993
4.66696,50.6407351,1741
19.0258159,52.0977181,1700
-53.2,-10.3333333,1649
97.7453061,64.6863136,1533
108.4265113,13.2904027,1449
8.2319736,46.7985624,1252
-100.0000375,22.5000485,1207
20.55144,44.1534121,1006
-65.2699754,-35.0039032,984
29.2675469,26.2540493,962
13.199959,47.2000338,960
34.9249653,38.9597594,892
35.0015196,30.8760272,876
31.2718321,49.4871968,845
172.8344077,-41.5000831,815
112.8471939,2.3923759,724
42.3528328,25.6242618,709
52.9471344,32.9407496,695
15.4749544,49.8167003,655
21.9999569,39.000041,645
14.5208584,59.6749712,640
24.6859225,45.9852129,585
24.991639,-28.8166236,571
11.5258473566,64.574131,519
-7.9794599,52.865196,487
127.937111,35.3985008,475
-7.8896263,40.033265,446
-71.3187697,-31.7613365,432
19.5060937,47.1817585,394
120.9820179,23.9739374,379
-73.7845072,2.8930783,346
114.1628131,22.2793278,343
103.852038,1.2904527,337
17.0118954,45.5643442,330
71.247499,30.3308401,330
-75.0458515,-6.8699697,321
25.4856617,42.6073975,320
100.83273,14.8971921,301
10.3333283,55.670249,292
25.9209164,63.2467777,275
14.4808369,45.8133113,274
53.9994829,24.0002488,255
24.5999717,56.8666904,244
47.4979476,29.2733964,243
2.9999825,28.0000272,211
19.4528646,48.7411522,206
-18.1059013,64.9841821,196
-7.3366043,31.1728192,187
-66.1109318,8.0018709,184
17.5859673,44.3092405,180
21.7168387,41.6171214,147
36.941628,31.1667049,146
-66.5841246,18.2017809,146
44.1749775,33.0955793,127
35.162072,31.649741,119
23.7499998,55.3500003,116
39.0494106,34.6401861,112
25.3319078,58.7523778,108
-79.3666965,-1.3397668,92
19.291739,43.0285558,91
90.2932426,24.4768783,80
35.843409,33.8750629,80
-56.0201525,-32.8755548,80
44.6736646,40.7696272,76
-84.0739102,10.2735633,76
-64.9912286,-17.0568696,73
6.1296751,49.8158683,69
-89.8988087,15.6356088,68
51.2295295,25.3336984,68
-81.3066246,8.3096067,57
38.4313975,1.4419683,56
9.400138,33.8439408,56
19.9999619,41.000028,54
7.9999721,9.6000359,54
-60.9821067,10.8677845,54
-88.9140683,13.8000382,51
65.2093197,47.2286086,50
84.0916787,28.1083178,48
27.6971358,53.4250605,47
33.1451285,34.9823018,43
80.7038245875,7.878,38
63.9528098,41.32373,34
57.0036901,21.0000287,31
9.54693948514,47.15934115,28
-59.5250305,13.1500331,27
14.3836306159,35.9446731,25
28.5110236,47.286747,23
-58.1693445,-23.3165935,23
35.7878438,-6.5247123,23
-84.5978534,15.0610686,22
-77.3947693,18.1850507,22
18.1236723,26.8234472,22
47.8915271,16.3471243,22
114.5653908,4.4137155,21
-70.3012705,19.094175,21
50.5344606,26.1551249,20
179.0122737,-18.1239696,19
47.8207429,40.1636668,18
125.8375756,-8.5151979,18
46.4416422,-18.9249604,17
104.869423,13.5066394,16
-80.8328748,23.0131338,16
30.3714240786,15.79125,16
103.8499736,46.8250388,15
-1.0800271,8.0300284,14
-84.8700308,12.3724928,14
24.5928742,-23.1681782,13
38.6521203,10.2116702,12
57.5703566,-20.2759451,12
-78.0000547,24.7736546,11
55.5265771,-21.1309332,11
-64.7603583,32.3018217,10
-5.5679458,7.9897371,10
103.378253,20.0171109,10
113.5381216,22.1919514,10
95.9999652,17.1750495,10
17.3231107,-23.2335499,9
30.0644358,-1.9646631,9
-14.4529612,14.4750607,8
32.2166578,1.5333554,8
64.9998468,33.0000866,7
9.3238432,17.7356214,7
-88.7600927,16.8259793,5
-80.5667132,19.5417212,5
-61.3653618,15.4113138,5
-72.3570972,19.1399952,5
-4.5591148,54.1936805,5
145.213452483,14.1490205,5
-172.1200508,-13.7693895,5
-61.2765569,12.90447,5
27.5599164,-14.5186239,5
17.5691241,-11.8775768,4
13.1535811,4.6125522,4
144.733626446,13.444138,4
74.724091,41.5089324,4
144.2489081,-5.6816069,4
-56.0771187,4.1413025,4
-64.7080574,17.789187,4
29.7468414,-18.4554963,4
-1.6880314,12.0753083,3
42.7377044381,11.85270615,3
-7.0322972,62.0448724,3
-61.5650444,16.2490067,3
34.9144977,-19.302233,3
165.4880773,-21.3019905,3
31.3991317,-26.5624806,3
2.2584408,9.5293472,2
90.5119273,27.549511,2
-64.5661642,18.4024395,2
23.8222636,-2.9814344,2
10.5170357,1.613172,2
37.9999668,15.9500319,2
-145.144109825,-16.36534505,2
-42.8125967,77.6192349,2
-2.58120210033,49.46229125,2
-2.2900239,16.3700359,2
-60.9620777,14.6113732,2
-9.2399263,20.2540382,2
133.313631,6.097367,2
11.6899699,-0.8999695,1
-15.4900464,13.470062,1
-61.6904045,12.1360374,1
-58.6416891,4.8417097,1
-2.1358386,49.2214561,1
73.4867968,4.2218417,1
170.9985095,6.9518742,1
166.9333009,-0.5249624,1
-62.7687277,17.3462278,1
-60.975036,13.8250489,1
162.8288542,-9.7354344,1
70.8156541,38.6281733,1
1.0199765,8.7800265,1
168.1069154,-16.5255069,1
