lon,lat,sess
-100.4458825,39.7837304,688155
-3.2765753,54.7023545,34832
-107.9917071,61.0666922,31081
10.4234469,51.0834196,29397
1.8883335,46.603354,18097
12.674297,42.6384261,17525
-4.003104,40.0028028,14183
134.755,-24.7761086,12856
114.5632032,-4.7993356,11426
104.999927,35.000074,10545
5.7480821,52.5001698,8940
34.9249653,38.9597594,8189
97.7453061,64.6863136,8095
78.6677428,22.3511148,8082
19.0258159,52.0977181,6900
139.2394179,36.5748441,6286
-100.0000375,22.5000485,5667
122.7312101,12.7503486,5474
4.66696,50.6407351,4963
-53.2,-10.3333333,4635
8.2319736,46.7985624,4304
13.199959,47.2000338,3467
20.55144,44.1534121,2783
14.5208584,59.6749712,2649
31.2718321,49.4871968,2585
19.5060937,47.1817585,2561
24.6859225,45.9852129,2476
21.9999569,39.000041,2433
35.0015196,30.8760272,2347
15.4749544,49.8167003,2198
-7.8896263,40.033265,2119
112.8471939,2.3923759,1914
-65.2699754,-35.0039032,1889
10.3333283,55.670249,1811
-7.9794599,52.865196,1755
172.8344077,-41.5000831,1741
71.247499,30.3308401,1664
19.4528646,48.7411522,1576
11.5258473566,64.574131,1527
52.9471344,32.9407496,1437
25.9209164,63.2467777,1434
114.1628131,22.2793278,1414
-73.7845072,2.8930783,1358
108.4265113,13.2904027,1333
24.991639,-28.8166236,1207
120.9820179,23.9739374,1202
103.852038,1.2904527,1187
29.2675469,26.2540493,1160
25.4856617,42.6073975,1083
17.0118954,45.5643442,1080
42.3528328,25.6242618,1058
127.937111,35.3985008,1051
14.4808369,45.8133113,941
100.83273,14.8971921,873
21.7168387,41.6171214,834
24.5999717,56.8666904,795
23.7499998,55.3500003,717
17.5859673,44.3092405,702
-71.3187697,-31.7613365,657
2.9999825,28.0000272,640
53.9994829,24.0002488,634
-75.0458515,-6.8699697,552
44.6736646,40.7696272,537
-66.1109318,8.0018709,534
44.1749775,33.0955793,524
36.941628,31.1667049,511
25.3319078,58.7523778,498
19.9999619,41.000028,480
-7.3366043,31.1728192,472
-18.1059013,64.9841821,411
-56.0201525,-32.8755548,337
-66.5841246,18.2017809,335
27.6971358,53.4250605,324
-84.0739102,10.2735633,279
38.4313975,1.4419683,276
35.843409,33.8750629,261
7.9999721,9.6000359,252
19.291739,43.0285558,241
-79.3666965,-1.3397668,225
39.0494106,34.6401861,204
80.7038245875,7.878,201
47.4979476,29.2733964,184
51.2295295,25.3336984,183
33.1451285,34.9823018,182
-60.9821067,10.8677845,177
63.9528098,41.32373,175
28.5110236,47.286747,172
14.3836306159,35.9446731,167
90.2932426,24.4768783,157
6.1296751,49.8158683,151
50.5344606,26.1551249,150
-59.5250305,13.1500331,146
9.400138,33.8439408,145
35.162072,31.649741,144
35.7878438,-6.5247123,137
-88.9140683,13.8000382,126
84.0916787,28.1083178,113
47.8207429,40.1636668,109
-64.9912286,-17.0568696,104
-89.8988087,15.6356088,101
-81.3066246,8.3096067,90
-77.3947693,18.1850507,84
-1.0800271,8.0300284,83
-70.3012705,19.094175,81
65.2093197,47.2286086,80
-84.5978534,15.0610686,78
103.8499736,46.8250388,75
38.6521203,10.2116702,74
104.869423,13.5066394,71
165.4880773,-21.3019905,71
57.0036901,21.0000287,59
30.3714240786,15.79125,58
47.8915271,16.3471243,56
57.5703566,-20.2759451,52
113.5381216,22.1919514,45
-84.8700308,12.3724928,43
55.5265771,-21.1309332,42
-78.0000547,24.7736546,41
13.1535811,4.6125522,38
-4.5591148,54.1936805,38
32.2166578,1.5333554,35
-58.1693445,-23.3165935,34
95.9999652,17.1750495,33
-2.1358386,49.2214561,31
114.5653908,4.4137155,28
-80.8328748,23.0131338,28
125.8375756,-8.5151979,27
179.0122737,-18.1239696,26
29.7468414,-18.4554963,25
18.1236723,26.8234472,23
7.4197456,43.7312599,22
-58.6416891,4.8417097,21
74.724091,41.5089324,21
46.4416422,-18.9249604,21
-69.9618475,12.5013629,20
-14.4529612,14.4750607,20
144.733626446,13.444138,19
34.9144977,-19.302233,19
-88.7600927,16.8259793,18
17.3231107,-23.2335499,18
-145.144109825,-16.36534505,17
30.0644358,-1.9646631,17
64.9998468,33.0000866,16
-64.7603583,32.3018217,16
24.5928742,-23.1681782,16
73.4867968,4.2218417,15
-7.0322972,62.0448724,14
-5.35172472574,36.1316601,14
9.54693948514,47.15934115,14
-64.7080574,17.789187,13
-2.58120210033,49.46229125,12
-72.3570972,19.1399952,12
144.2489081,-5.6816069,12
90.5119273,27.549511,11
23.8222636,-2.9814344,11
-56.0771187,4.1413025,11
1.0199765,8.7800265,11
-5.5679458,7.9897371,10
103.378253,20.0171109,10
17.5691241,-11.8775768,7
55.4540146,-4.6574977,7
-61.2765569,12.90447,7
27.5599164,-14.5186239,7
1.5732033,42.5407167,6
-61.8222516,17.079128,6
42.7377044381,11.85270615,6
-61.3653618,15.4113138,6
33.9301963,-13.2687204,6
-60.9620777,14.6113732,6
9.3238432,17.7356214,6
