lon,lat,sess
-100.4458825,39.7837304,3227794
-3.2765753,54.7023545,300407
10.4234469,51.0834196,276672
12.674297,42.6384261,230048
-107.9917071,61.0666922,219465
1.8883335,46.603354,184375
-4.003104,40.0028028,143702
78.6677428,22.3511148,125570
134.755,-24.7761086,124457
19.0258159,52.0977181,84213
114.5632032,-4.7993356,75137
5.7480821,52.5001698,73159
34.9249653,38.9597594,72248
-100.0000375,22.5000485,70859
-53.2,-10.3333333,70703
97.7453061,64.6863136,69774
104.999927,35.000074,69624
139.2394179,36.5748441,67577
122.7312101,12.7503486,61341
4.66696,50.6407351,58490
8.2319736,46.7985624,44183
13.199959,47.2000338,36596
-65.2699754,-35.0039032,35535
21.9999569,39.000041,32850
15.4749544,49.8167003,32667
-7.8896263,40.033265,29666
19.5060937,47.1817585,29254
24.6859225,45.9852129,28984
14.5208584,59.6749712,27052
127.937111,35.3985008,26839
172.8344077,-41.5000831,25984
-75.0458515,-6.8699697,24662
108.4265113,13.2904027,23902
-73.7845072,2.8930783,23500
10.3333283,55.670249,22964
20.55144,44.1534121,22694
31.2718321,49.4871968,22218
35.0015196,30.8760272,21173
29.2675469,26.2540493,19004
-7.9794599,52.865196,18764
112.8471939,2.3923759,18192
120.9820179,23.9739374,16583
17.0118954,45.5643442,15773
52.9471344,32.9407496,15383
71.247499,30.3308401,15048
103.852038,1.2904527,14777
25.9209164,63.2467777,14753
-71.3187697,-31.7613365,14624
11.526748676,64.5727775,13719
114.1628131,22.2793278,13086
100.83273,14.8971921,12831
24.991639,-28.8166236,12376
19.4528646,48.7411522,12168
-79.3666965,-1.3397668,9112
25.4856617,42.6073975,8270
42.3528328,25.6242618,8239
-7.3366043,31.1728192,8163
2.9999825,28.0000272,8065
-66.1109318,8.0018709,8011
17.5859673,44.3092405,7747
14.4808369,45.8133113,7155
-66.5841246,18.2017809,6793
53.9994829,24.0002488,6713
23.7499998,55.3500003,6420
21.7168387,41.6171214,5533
-64.9912286,-17.0568696,5203
44.1749775,33.0955793,5022
44.6736646,40.7696272,4933
9.400138,33.8439408,4390
-56.0201525,-32.8755548,4049
24.5999717,56.8666904,3954
27.6971358,53.4250605,3924
-84.0739102,10.2735633,3838
7.9999721,9.6000359,3733
90.2932426,24.4768783,3725
25.3319078,58.7523778,3356
38.4313975,1.4419683,3311
80.7038245875,7.878,3145
-89.8988087,15.6356088,3062
-70.3012705,19.094175,2875
35.843409,33.8750629,2875
-60.9821067,10.8677845,2718
-18.1059013,64.9841821,2690
14.504285,35.8953019,2683
-81.3066246,8.3096067,2638
28.5110236,47.286747,2633
6.1296751,49.8158683,2602
19.9999619,41.000028,2495
-4.5591148,54.1936805,2482
19.291739,43.0285558,2181
33.1451285,34.9823018,2106
20.953599,42.6430165,2080
-77.3947693,18.1850507,1959
36.941628,31.1667049,1930
-88.9140683,13.8000382,1905
65.2093197,47.2286086,1706
51.2295295,25.3336984,1622
38.6521203,10.2116702,1599
84.0916787,28.1083178,1589
47.4979476,29.2733964,1561
35.7878438,-6.5247123,1536
-1.0800271,8.0300284,1444
47.8207429,40.1636668,1441
-84.8700308,12.3724928,1364
-84.5978534,15.0610686,1204
39.0494106,34.6401861,1082
35.162072,31.649741,1071
-58.1693445,-23.3165935,1067
63.9528098,41.32373,983
57.5703566,-20.2759451,920
57.0036901,21.0000287,900
32.2166578,1.5333554,893
-5.5679458,7.9897371,825
18.1236723,26.8234472,812
104.869423,13.5066394,805
-14.4529612,14.4750607,791
29.7468414,-18.4554963,774
13.1535811,4.6125522,744
103.8499736,46.8250388,726
-72.3570972,19.1399952,705
95.9999652,17.1750495,669
114.5653908,4.4137155,644
55.5265771,-21.1309332,631
113.5381216,22.1919514,559
-80.8328748,23.0131338,543
-59.5250305,13.1500331,534
179.0122737,-18.1239696,530
47.8915271,16.3471243,497
46.4416422,-18.9249604,480
30.3714240786,15.79125,468
50.5344606,26.1551249,440
64.9998468,33.0000866,415
27.5599164,-14.5186239,405
74.724091,41.5089324,398
144.733626446,13.444138,396
-145.144109825,-16.36534505,390
-2.1358386,49.2214561,385
17.5691241,-11.8775768,367
34.9144977,-19.302233,355
165.4880773,-21.3019905,347
-78.0000547,24.7736546,342
23.8222636,-2.9814344,317
30.0644358,-1.9646631,296
17.3231107,-23.2335499,292
-58.6416891,4.8417097,290
-56.0771187,4.1413025,279
-5.35172472574,36.1316601,276
24.5928742,-23.1681782,274
-61.5650444,16.2490067,248
-88.7600927,16.8259793,237
125.8375756,-8.5151979,208
-60.9620777,14.6113732,207
-2.58120210033,49.46229125,185
103.378253,20.0171109,185
-7.0322972,62.0448724,178
2.2584408,9.5293472,168
-1.6880314,12.0753083,163
11.6899699,-0.8999695,162
-68.9640917594,12.1845,150
28.23347,-29.628684,144
-24.0083947,16.0000552,142
-60.975036,13.8250489,141
144.2489081,-5.6816069,137
1.0199765,8.7800265,134
33.9301963,-13.2687204,132
-9.2399263,20.2540382,131
59.3924609,39.3763807,128
70.8156541,38.6281733,126
-52.999998,4.0039882,118
49.083416,8.3676771,118
-2.2900239,16.3700359,117
-64.7603583,32.3018217,115
73.4867968,4.2218417,115
7.4197456,43.7312599,111
-69.9618475,12.5013629,105
9.54693948514,47.15934115,103
-61.6904045,12.1360374,97
-9.3658524,5.7499721,95
-80.5667132,19.5417212,91
-61.2765569,12.90447,91
-64.7080574,17.789187,85
90.5119273,27.549511,82
1.5732033,42.5407167,77
-62.7687277,17.3462278,77
29.8870575,-3.3634357,73
12.458306,43.9458623,71
23.8222636,-2.9814344,59
42.7377044381,11.85270615,58
170.9985095,6.9518742,58
9.3238432,17.7356214,58
-61.3653618,15.4113138,50
162.8288542,-9.7354344,50
-64.5661642,18.4024395,49
-10.7083587,10.7226226,48
150.1982846,5.5600565,48
-61.8222516,17.079128,44
19.9438638,60.2166218,37
-175.2026424,-19.9160819,36
55.4540146,-4.6574977,33
31.3991317,-26.5624806,33
44.2832964,-12.2045176,32
-11.8400269,8.6400349,31
30.05489,7.2653861,31
-172.1200508,-13.7693895,28
-63.1539329808,17.9345,27
-42.8125967,77.6192349,26
-63.143223461,17.566,25
145.213452483,14.1490205,25
-71.6201783,21.7214683,25
168.1069154,-16.5255069,21
37.9999668,15.9500319,19
