lon,lat,sess
-100.4458825,39.7837304,461166
-107.9917071,61.0666922,25793
114.5632032,-4.7993356,23986
10.4234469,51.0834196,22840
-3.2765753,54.7023545,20632
-4.003104,40.0028028,14132
1.8883335,46.603354,14035
134.755,-24.7761086,11628
12.674297,42.6384261,11389
78.6677428,22.3511148,7518
122.7312101,12.7503486,7038
104.999927,35.000074,6498
5.7480821,52.5001698,6492
97.7453061,64.6863136,6080
19.0258159,52.0977181,5739
139.2394179,36.5748441,5502
4.66696,50.6407351,5443
20.55144,44.1534121,4699
-53.2,-10.3333333,4297

108.4265113,13.2904027,3850
34.9249653,38.9597594,3469
-100.0000375,22.5000485,3235
8.2319736,46.7985624,3153
13.199959,47.2000338,2781
31.2718321,49.4871968,2573
29.2675469,26.2540493,2494
112.8471939,2.3923759,2364
21.9999569,39.000041,2302
14.5208584,59.6749712,2207
19.5060937,47.1817585,2130
-65.2699754,-35.0039032,2128
35.0015196,30.8760272,2079
24.6859225,45.9852129,1963
15.4749544,49.8167003,1945
17.0118954,45.5643442,1936
10.3333283,55.670249,1711
-7.8896263,40.033265,1683
11.5258473566,64.574131,1677
42.3528328,25.6242618,1656
172.8344077,-41.5000831,1502
-7.9794599,52.865196,1499
21.7168387,41.6171214,1485
14.4808369,45.8133113,1460
52.9471344,32.9407496,1435
71.247499,30.3308401,1431
17.5859673,44.3092405,1398
19.4528646,48.7411522,1280
100.83273,14.8971921,1205
120.9820179,23.9739374,1179
24.5999717,56.8666904,1161
127.937111,35.3985008,1128
25.9209164,63.2467777,1116
-71.3187697,-31.7613365,1107
-73.7845072,2.8930783,1083
103.852038,1.2904527,1031
114.1628131,22.2793278,981
24.991639,-28.8166236,878
25.4856617,42.6073975,849
44.1749775,33.0955793,845
23.7499998,55.3500003,779
-7.3366043,31.1728192,728
-75.0458515,-6.8699697,691
19.291739,43.0285558,617
53.9994829,24.0002488,581
36.941628,31.1667049,534
44.6736646,40.7696272,509
25.3319078,58.7523778,508
2.9999825,28.0000272,470
-66.5841246,18.2017809,454
-18.1059013,64.9841821,422
-66.1109318,8.0018709,418
28.5110236,47.286747,357
9.400138,33.8439408,345
19.9999619,41.000028,314
35.843409,33.8750629,292
38.4313975,1.4419683,285
27.6971358,53.4250605,275
63.9528098,41.32373,251
-79.3666965,-1.3397668,220
47.4979476,29.2733964,220
80.7038245875,7.878,220
33.1451285,34.9823018,210
39.0494106,34.6401861,209
7.9999721,9.6000359,206
-56.0201525,-32.8755548,206
-84.0739102,10.2735633,198
51.2295295,25.3336984,182
90.2932426,24.4768783,176
6.1296751,49.8158683,154
18.1236723,26.8234472,153
-64.9912286,-17.0568696,148
35.7878438,-6.5247123,137
14.3836306159,35.9446731,135
-60.9821067,10.8677845,133
47.8207429,40.1636668,130
-81.3066246,8.3096067,129
-70.3012705,19.094175,119
-89.8988087,15.6356088,118
65.2093197,47.2286086,113
84.0916787,28.1083178,95
30.3714240786,15.79125,84
-59.5250305,13.1500331,79
-77.3947693,18.1850507,79
-1.0800271,8.0300284,78
38.6521203,10.2116702,75
29.7468414,-18.4554963,67
35.162072,31.649741,64
57.5703566,-20.2759451,62
50.5344606,26.1551249,61
57.0036901,21.0000287,61
47.8915271,16.3471243,56
103.8499736,46.8250388,52
-14.4529612,14.4750607,48
104.869423,13.5066394,46
179.0122737,-18.1239696,45
-88.9140683,13.8000382,44
125.8375756,-8.5151979,44
165.4880773,-21.3019905,42
-84.8700308,12.3724928,41
-84.5978534,15.0610686,40
114.5653908,4.4137155,37
13.1535811,4.6125522,37
-80.8328748,23.0131338,37
-78.0000547,24.7736546,36
144.733626446,13.444138,32
-58.1693445,-23.3165935,32
32.2166578,1.5333554,32
-7.0322972,62.0448724,28
113.5381216,22.1919514,28
-5.5679458,7.9897371,24
73.4867968,4.2218417,24
55.5265771,-21.1309332,24
24.5928742,-23.1681782,23
74.724091,41.5089324,23
95.9999652,17.1750495,23
46.4416422,-18.9249604,22
-2.1358386,49.2214561,21
-88.7600927,16.8259793,20
30.0644358,-1.9646631,20
-5.35172472574,36.1316601,19
64.9998468,33.0000866,18
17.3231107,-23.2335499,18
-64.7603583,32.3018217,17
103.378253,20.0171109,17
-4.5591148,54.1936805,14
17.5691241,-11.8775768,13
-69.9618475,12.5013629,12
7.4197456,43.7312599,12
-61.2765569,12.90447,12
1.5732033,42.5407167,11
133.313631,6.097367,11
90.5119273,27.549511,10
-72.3570972,19.1399952,10
-2.2900239,16.3700359,10
150.1982846,5.5600565,10
-64.5661642,18.4024395,9
-2.58120210033,49.46229125,9
-58.6416891,4.8417097,9
-64.7080574,17.789187,9
27.5599164,-14.5186239,9
42.7377044381,11.85270615,8
-145.144109825,-16.36534505,8
33.9301963,-13.2687204,8
34.9144977,-19.302233,8
-60.9620777,14.6113732,7
12.458306,43.9458623,7
-61.8222516,17.079128,6
23.8222636,-2.9814344,6
9.54693948514,47.15934115,6
70.8156541,38.6281733,6
-61.3653618,15.4113138,5
145.213452483,14.1490205,5
-24.0083947,16.0000552,4
-80.5667132,19.5417212,4
-61.6904045,12.1360374,4
-14.9000214,12.100035,4
170.9985095,6.9518742,4
-9.2399263,20.2540382,4
9.3238432,17.7356214,4
144.2489081,-5.6816069,4
-56.0771187,4.1413025,4
-1.6880314,12.0753083,3
-10.7083587,10.7226226,3
28.23347,-29.628684,3
-9.3658524,5.7499721,3
162.8288542,-9.7354344,3
-170.695974692,-14.30063085,2
2.2584408,9.5293472,2
-42.8125967,77.6192349,2
-61.5650444,16.2490067,2
-62.7687277,17.3462278,2
1.0199765,8.7800265,2
-71.6201783,21.7214683,2
-63.0750234,18.1954947,1
37.9999668,15.9500319,1
11.6899699,-0.8999695,1
-15.4900464,13.470062,1
